country_code,country,main activity sector name,ETS information,year,value,unit
NL,Netherlands,41 Production of ammonia,1.1 Freely allocated allowances,Total 2nd trading period (08-12),4168620,tonne of CO2 equ.
SE,Sweden,"30 Production of lime, or calcination of dolomite/magnesite",4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),212178,tonne of CO2 equ.
SE,Sweden,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 2nd trading period (08-12),1179048,tonne of CO2 equ.
SE,Sweden,32 Manufacture of ceramics,4. Total surrendered units,Total 2nd trading period (08-12),266942,tonne of CO2 equ.
SE,Sweden,33 Manufacture of mineral wool,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 2nd trading period (08-12),299942,tonne of CO2 equ.
SE,Sweden,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,Total 2nd trading period (08-12),117762,tonne of CO2 equ.
SE,Sweden,35 Production of pulp,1.1 Freely allocated allowances,Total 2nd trading period (08-12),3237854,tonne of CO2 equ.
SE,Sweden,35 Production of pulp,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),18163,tonne of CO2 equ.
SI,Slovenia,10 Aviation,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),44555.75933848943,tonne of CO2 equ.
SI,Slovenia,10 Aviation,1.1 Freely allocated allowances,Total 2nd trading period (08-12),82534,tonne of CO2 equ.
RO,Romania,23 Metal ore roasting or sintering,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 2nd trading period (08-12),204127,tonne of CO2 equ.
RO,Romania,24  Production of pig iron or steel,2.1 EU-ETS Verified Emission,Total 2nd trading period (08-12),25017581,tonne of CO2 equ.
PT,Portugal,43 Production of hydrogen and synthesis gas,2. Verified emissions,Total 3rd trading period (13-20),503235,tonne of CO2 equ.
PT,Portugal,44 Production of soda ash and sodium bicarbonate,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),470178,tonne of CO2 equ.
RO,Romania,10 Aviation,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
RO,Romania,10 Aviation,2.1 EU-ETS Verified Emission,Total 3rd trading period (13-20),5608157,tonne of CO2 equ.
DE,Germany,37 Production of carbon black,1.1 Freely allocated allowances,Total 4th trading period (21-30),1668521,tonne of CO2 equ.
DE,Germany,38 Production of nitric acid,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),2154314,tonne of CO2 equ.
DE,Germany,39 Production of adipic acid,1.1 Freely allocated allowances,Total 4th trading period (21-30),2765257,tonne of CO2 equ.
DE,Germany,39 Production of adipic acid,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),286114,tonne of CO2 equ.
DE,Germany,41 Production of ammonia,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,29 Production of cement clinker,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
HU,Hungary,31 Manufacture of glass,2. Verified emissions,Total 3rd trading period (13-20),1590831,tonne of CO2 equ.
HU,Hungary,33 Manufacture of mineral wool,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 3rd trading period (13-20),24879,tonne of CO2 equ.
HU,Hungary,35 Production of pulp,4. Total surrendered units,Total 3rd trading period (13-20),268,tonne of CO2 equ.
HU,Hungary,36 Production of paper or cardboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),1670034,tonne of CO2 equ.
HU,Hungary,37 Production of carbon black,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),1405821,tonne of CO2 equ.
LU,Luxembourg,20-99 All stationary installations,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
LU,Luxembourg,21-99 All industrial installations (excl. combustion),2.1 EU-ETS Verified Emission,Total 3rd trading period (13-20),10072099,tonne of CO2 equ.
LU,Luxembourg,24  Production of pig iron or steel,1.1 Freely allocated allowances,Total 3rd trading period (13-20),2281987,tonne of CO2 equ.
LU,Luxembourg,24  Production of pig iron or steel,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),2281987,tonne of CO2 equ.
LU,Luxembourg,24  Production of pig iron or steel,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 3rd trading period (13-20),0,tonne of CO2 equ.
LU,Luxembourg,25 Production or processing of ferrous metals,1.1 Freely allocated allowances,Total 3rd trading period (13-20),359483,tonne of CO2 equ.
LU,Luxembourg,25 Production or processing of ferrous metals,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),359483,tonne of CO2 equ.
LU,Luxembourg,25 Production or processing of ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 3rd trading period (13-20),0,tonne of CO2 equ.
LU,Luxembourg,27 Production of secondary aluminium,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
LU,Luxembourg,29 Production of cement clinker,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
HR,Croatia,"30 Production of lime, or calcination of dolomite/magnesite",1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
HR,Croatia,"30 Production of lime, or calcination of dolomite/magnesite",4.1 Surrendered EU allowances (EUAs and EUAAs),Total 3rd trading period (13-20),126993,tonne of CO2 equ.
HR,Croatia,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),585897,tonne of CO2 equ.
HR,Croatia,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
HR,Croatia,33 Manufacture of mineral wool,1.1 Freely allocated allowances,Total 3rd trading period (13-20),442610,tonne of CO2 equ.
HR,Croatia,41 Production of ammonia,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
HR,Croatia,41 Production of ammonia,2.1 EU-ETS Verified Emission,Total 3rd trading period (13-20),10601295,tonne of CO2 equ.
HR,Croatia,41 Production of ammonia,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 3rd trading period (13-20),1264009,tonne of CO2 equ.
HU,Hungary,10 Aviation,4. Total surrendered units,Total 3rd trading period (13-20),13836487,tonne of CO2 equ.
IT,Italy,25 Production or processing of ferrous metals,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 3rd trading period (13-20),19216086,tonne of CO2 equ.
IT,Italy,25 Production or processing of ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 3rd trading period (13-20),789543,tonne of CO2 equ.
IT,Italy,28 Production or processing of non-ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 3rd trading period (13-20),513756,tonne of CO2 equ.
IT,Italy,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,Total 3rd trading period (13-20),16886975,tonne of CO2 equ.
IT,Italy,35 Production of pulp,4. Total surrendered units,Total 3rd trading period (13-20),3291925,tonne of CO2 equ.
IT,Italy,36 Production of paper or cardboard,1.1 Freely allocated allowances,Total 3rd trading period (13-20),20965713,tonne of CO2 equ.
IT,Italy,42 Production of bulk chemicals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 3rd trading period (13-20),152744,tonne of CO2 equ.
IT,Italy,42 Production of bulk chemicals,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 3rd trading period (13-20),0,tonne of CO2 equ.
IT,Italy,42 Production of bulk chemicals,2. Verified emissions,Total 3rd trading period (13-20),21496423,tonne of CO2 equ.
IT,Italy,42 Production of bulk chemicals,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 3rd trading period (13-20),2367426,tonne of CO2 equ.
IT,Italy,43 Production of hydrogen and synthesis gas,1.1 Freely allocated allowances,Total 3rd trading period (13-20),4050688,tonne of CO2 equ.
IT,Italy,43 Production of hydrogen and synthesis gas,2.1 EU-ETS Verified Emission,Total 3rd trading period (13-20),4991537,tonne of CO2 equ.
DE,Germany,42 Production of bulk chemicals,2. Verified emissions,Total 4th trading period (21-30),20683489,tonne of CO2 equ.
DE,Germany,42 Production of bulk chemicals,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),15651229,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,1.1 Freely allocated allowances,Total 4th trading period (21-30),8017283,tonne of CO2 equ.
DE,Germany,99 Other activity opted-in under Art. 24,2. Verified emissions,Total 4th trading period (21-30),652,tonne of CO2 equ.
RO,Romania,20 Combustion of fuels,1.1 Freely allocated allowances,Total 3rd trading period (13-20),102003510,tonne of CO2 equ.
RO,Romania,20-99 All stationary installations,1.3 Allowances auctioned or sold (EUAs and EUAAs),Total 3rd trading period (13-20),267582000,tonne of CO2 equ.
RO,Romania,20-99 All stationary installations,2.1 EU-ETS Verified Emission,Total 3rd trading period (13-20),316631843,tonne of CO2 equ.
RO,Romania,21  Refining of mineral oil,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 3rd trading period (13-20),1201397,tonne of CO2 equ.
RO,Romania,21  Refining of mineral oil,4. Total surrendered units,Total 3rd trading period (13-20),11069890,tonne of CO2 equ.
LV,Latvia,21-99 All industrial installations (excl. combustion),4. Total surrendered units,Total 3rd trading period (13-20),6804808,tonne of CO2 equ.
ES,Spain,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),8168965,tonne of CO2 equ.
ES,Spain,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
ES,Spain,33 Manufacture of mineral wool,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),178531,tonne of CO2 equ.
ES,Spain,34 Production or processing of gypsum or plasterboard,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
ES,Spain,34 Production or processing of gypsum or plasterboard,2. Verified emissions,Total 4th trading period (21-30),410205,tonne of CO2 equ.
ES,Spain,35 Production of pulp,1.1 Freely allocated allowances,Total 4th trading period (21-30),1324690,tonne of CO2 equ.
NL,Netherlands,20-99 All stationary installations,2. Verified emissions,Total 4th trading period (21-30),201519865,tonne of CO2 equ.
NL,Netherlands,21  Refining of mineral oil,1.1 Freely allocated allowances,Total 4th trading period (21-30),35396378,tonne of CO2 equ.
NL,Netherlands,23 Metal ore roasting or sintering,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
NL,Netherlands,23 Metal ore roasting or sintering,4. Total surrendered units,Total 4th trading period (21-30),26833,tonne of CO2 equ.
NL,Netherlands,24  Production of pig iron or steel,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),38973500,tonne of CO2 equ.
NL,Netherlands,24  Production of pig iron or steel,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
NL,Netherlands,24  Production of pig iron or steel,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),11817119,tonne of CO2 equ.
HU,Hungary,20-99 All stationary installations,4. Total surrendered units,Total 4th trading period (21-30),42966055,tonne of CO2 equ.
HU,Hungary,21-99 All industrial installations (excl. combustion),1.1 Freely allocated allowances,Total 4th trading period (21-30),21953535,tonne of CO2 equ.
HU,Hungary,21-99 All industrial installations (excl. combustion),1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,22  Production of coke,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),289609,tonne of CO2 equ.
IT,Italy,28 Production or processing of non-ferrous metals,4. Total surrendered units,Total 4th trading period (21-30),1134369,tonne of CO2 equ.
IT,Italy,29 Production of cement clinker,1.1 Freely allocated allowances,Total 4th trading period (21-30),41118998,tonne of CO2 equ.
IT,Italy,29 Production of cement clinker,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),34330009,tonne of CO2 equ.
IT,Italy,31 Manufacture of glass,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),6431056,tonne of CO2 equ.
IT,Italy,33 Manufacture of mineral wool,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
IT,Italy,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,23 Metal ore roasting or sintering,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,25 Production or processing of ferrous metals,4. Total surrendered units,Total 4th trading period (21-30),274366,tonne of CO2 equ.
HU,Hungary,27 Production of secondary aluminium,1.1 Freely allocated allowances,Total 4th trading period (21-30),203617,tonne of CO2 equ.
HU,Hungary,29 Production of cement clinker,1.1 Freely allocated allowances,Total 4th trading period (21-30),4991695,tonne of CO2 equ.
HU,Hungary,29 Production of cement clinker,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),3548517,tonne of CO2 equ.
HU,Hungary,"30 Production of lime, or calcination of dolomite/magnesite",1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,"30 Production of lime, or calcination of dolomite/magnesite",1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,24  Production of pig iron or steel,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),2275507,tonne of CO2 equ.
HU,Hungary,25 Production or processing of ferrous metals,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),274366,tonne of CO2 equ.
HU,Hungary,27 Production of secondary aluminium,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),203617,tonne of CO2 equ.
HU,Hungary,27 Production of secondary aluminium,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,29 Production of cement clinker,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),4991695,tonne of CO2 equ.
HU,Hungary,29 Production of cement clinker,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,31 Manufacture of glass,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),363314,tonne of CO2 equ.
HU,Hungary,31 Manufacture of glass,4. Total surrendered units,Total 4th trading period (21-30),302343,tonne of CO2 equ.
ES,Spain,28 Production or processing of non-ferrous metals,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),1692558,tonne of CO2 equ.
ES,Spain,29 Production of cement clinker,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),35491695,tonne of CO2 equ.
ES,Spain,"30 Production of lime, or calcination of dolomite/magnesite",4. Total surrendered units,Total 4th trading period (21-30),6860019,tonne of CO2 equ.
ES,Spain,31 Manufacture of glass,1.1 Freely allocated allowances,Total 4th trading period (21-30),5015791,tonne of CO2 equ.
HU,Hungary,23 Metal ore roasting or sintering,4. Total surrendered units,Total 4th trading period (21-30),614520,tonne of CO2 equ.
HU,Hungary,27 Production of secondary aluminium,2. Verified emissions,Total 4th trading period (21-30),178838,tonne of CO2 equ.
HU,Hungary,29 Production of cement clinker,2. Verified emissions,Total 4th trading period (21-30),3548517,tonne of CO2 equ.
HU,Hungary,31 Manufacture of glass,1.1 Freely allocated allowances,Total 4th trading period (21-30),311411,tonne of CO2 equ.
HU,Hungary,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),311411,tonne of CO2 equ.
HU,Hungary,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,33 Manufacture of mineral wool,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,35 Production of pulp,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),15633,tonne of CO2 equ.
HU,Hungary,31 Manufacture of glass,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),302343,tonne of CO2 equ.
HU,Hungary,33 Manufacture of mineral wool,2. Verified emissions,Total 4th trading period (21-30),106153,tonne of CO2 equ.
HU,Hungary,35 Production of pulp,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 4th trading period (21-30),7904,tonne of CO2 equ.
HU,Hungary,36 Production of paper or cardboard,4. Total surrendered units,Total 4th trading period (21-30),924002,tonne of CO2 equ.
HU,Hungary,37 Production of carbon black,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),616994,tonne of CO2 equ.
HU,Hungary,37 Production of carbon black,4. Total surrendered units,Total 4th trading period (21-30),616994,tonne of CO2 equ.
HU,Hungary,41 Production of ammonia,1.1 Freely allocated allowances,Total 4th trading period (21-30),3049773,tonne of CO2 equ.
HU,Hungary,35 Production of pulp,1.1 Freely allocated allowances,Total 4th trading period (21-30),7904,tonne of CO2 equ.
HU,Hungary,35 Production of pulp,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,35 Production of pulp,2. Verified emissions,Total 4th trading period (21-30),25805,tonne of CO2 equ.
HU,Hungary,36 Production of paper or cardboard,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
DE,Germany,33 Manufacture of mineral wool,4. Total surrendered units,Total 2nd trading period (08-12),1724622,tonne of CO2 equ.
DE,Germany,35 Production of pulp,2. Verified emissions,Total 2nd trading period (08-12),1594390,tonne of CO2 equ.
DE,Germany,35 Production of pulp,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),752066,tonne of CO2 equ.
FR,France,43 Production of hydrogen and synthesis gas,2. Verified emissions,Total 2nd trading period (08-12),708349,tonne of CO2 equ.
GB,United Kingdom (excl. NI),10 Aviation,1.1.1 Free allocation to existing entities (Art. 10a(1)),Total 2nd trading period (08-12),10656609,tonne of CO2 equ.
GB,United Kingdom (excl. NI),10 Aviation,1.2 Correction to freely allocated allowances (not reflected in EUTL),Total 2nd trading period (08-12),-41924408.54465247,tonne of CO2 equ.
GB,United Kingdom (excl. NI),10 Aviation,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),821324,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,1.1 Freely allocated allowances,2014,2051548,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,1.1 Freely allocated allowances,2015,2008872,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2019,0,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2023,0,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,2. Verified emissions,2009,1514907,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,2. Verified emissions,2012,1658386,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,2. Verified emissions,2023,1704342,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,2.1 EU-ETS Verified Emission,2011,1684095,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,2.1 EU-ETS Verified Emission,2012,1658386,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,4. Total surrendered units,2006,2696299,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,4. Total surrendered units,2020,2339867,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,4.1 Surrendered EU allowances (EUAs and EUAAs),2008,2235822,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,4.1 Surrendered EU allowances (EUAs and EUAAs),2010,1420984,tonne of CO2 equ.
DK,Denmark,29 Production of cement clinker,4.1 Surrendered EU allowances (EUAs and EUAAs),2021,2248048,tonne of CO2 equ.
DK,Denmark,"30 Production of lime, or calcination of dolomite/magnesite",1.1 Freely allocated allowances,2005,112030,tonne of CO2 equ.
DK,Denmark,"30 Production of lime, or calcination of dolomite/magnesite",1.1.1 Free allocation to existing entities (Art. 10a(1)),2007,84022,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,4.1 Surrendered EU allowances (EUAs and EUAAs),2009,48627,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,4.1 Surrendered EU allowances (EUAs and EUAAs),2020,60970,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.1 Free allocation to existing entities (Art. 10a(1)),2006,311763,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.1 Free allocation to existing entities (Art. 10a(1)),2009,295923,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.1 Free allocation to existing entities (Art. 10a(1)),2016,180843,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.1 Free allocation to existing entities (Art. 10a(1)),2020,157504,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2013,0,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2014,0,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2015,0,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2. Verified emissions,2005,324924,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4. Total surrendered units,2008,335679,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4. Total surrendered units,2019,258307,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4. Total surrendered units,2023,18397,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4.1 Surrendered EU allowances (EUAs and EUAAs),2011,141435,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4.3 Surrendered emission reduction units (ERUs),2008,590,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,2. Verified emissions,2009,2249,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,2. Verified emissions,2011,1699,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,2. Verified emissions,2012,2907,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2011,1699,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,4. Total surrendered units,2006,7806,tonne of CO2 equ.
DK,Denmark,35 Production of pulp,1.1 Freely allocated allowances,2007,5184,tonne of CO2 equ.
DK,Denmark,35 Production of pulp,1.1 Freely allocated allowances,2008,6005,tonne of CO2 equ.
DK,Denmark,35 Production of pulp,1.1.1 Free allocation to existing entities (Art. 10a(1)),2011,6005,tonne of CO2 equ.
DK,Denmark,35 Production of pulp,1.1.1 Free allocation to existing entities (Art. 10a(1)),2012,6005,tonne of CO2 equ.
DK,Denmark,35 Production of pulp,2. Verified emissions,2010,5331,tonne of CO2 equ.
DK,Denmark,35 Production of pulp,2.1 EU-ETS Verified Emission,2007,6835,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1 Freely allocated allowances,2009,12151,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1 Freely allocated allowances,2011,12151,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1 Freely allocated allowances,2012,12151,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2005,29841,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2013,15999,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2014,15634,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2015,15268,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2019,4333,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2023,0,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2017,0,tonne of CO2 equ.
DK,Denmark,36 Production of paper or cardboard,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2021,0,tonne of CO2 equ.
DK,Denmark,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2005,68994,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1 Freely allocated allowances,2010,70955,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1 Freely allocated allowances,2017,58345,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1 Freely allocated allowances,2021,48811,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1 Freely allocated allowances,2022,48822,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2009,70955,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2016,58386,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2019,54919,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2023,53026,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2024,48299,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2015,0,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,2. Verified emissions,2006,70141,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,4. Total surrendered units,2005,71324,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,4. Total surrendered units,2019,64837,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1 Freely allocated allowances,2005,415683,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1 Freely allocated allowances,2008,307105,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1 Freely allocated allowances,2019,170455,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1 Freely allocated allowances,2023,157732,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1 Freely allocated allowances,2024,138161,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2013,0,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2014,0,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2015,0,tonne of CO2 equ.
