country_code,country,main activity sector name,ETS information,year,value,unit
NO,Norway,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,2017,30732,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,2018,27062,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,2021,30003,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,2022,29977,tonne of CO2 equ.
HU,Hungary,33 Manufacture of mineral wool,4. Total surrendered units,Total 4th trading period (21-30),90615,tonne of CO2 equ.
HU,Hungary,35 Production of pulp,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),Total 4th trading period (21-30),0,tonne of CO2 equ.
HU,Hungary,35 Production of pulp,2.1 EU-ETS Verified Emission,Total 4th trading period (21-30),25805,tonne of CO2 equ.
HU,Hungary,36 Production of paper or cardboard,2. Verified emissions,Total 4th trading period (21-30),946214,tonne of CO2 equ.
HU,Hungary,36 Production of paper or cardboard,4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),924002,tonne of CO2 equ.
HU,Hungary,37 Production of carbon black,2. Verified emissions,Total 4th trading period (21-30),616994,tonne of CO2 equ.
RO,Romania,"30 Production of lime, or calcination of dolomite/magnesite",4.1 Surrendered EU allowances (EUAs and EUAAs),Total 4th trading period (21-30),1219811,tonne of CO2 equ.
NO,Norway,25 Production or processing of ferrous metals,1.1.1 Free allocation to existing entities (Art. 10a(1)),2019,1676877,tonne of CO2 equ.
NO,Norway,25 Production or processing of ferrous metals,1.1.1 Free allocation to existing entities (Art. 10a(1)),2023,1794869,tonne of CO2 equ.
NO,Norway,25 Production or processing of ferrous metals,1.1.1 Free allocation to existing entities (Art. 10a(1)),2024,1794869,tonne of CO2 equ.
NO,Norway,25 Production or processing of ferrous metals,4. Total surrendered units,2017,2398049,tonne of CO2 equ.
NO,Norway,25 Production or processing of ferrous metals,4. Total surrendered units,2018,2281200,tonne of CO2 equ.
NO,Norway,25 Production or processing of ferrous metals,4. Total surrendered units,2021,2384796,tonne of CO2 equ.
NO,Norway,25 Production or processing of ferrous metals,4. Total surrendered units,2022,2392861,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,1.1 Freely allocated allowances,2017,1876921,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,1.1 Freely allocated allowances,2021,2092013,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2014,0,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2015,0,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2014,0,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2015,0,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,2. Verified emissions,2013,2139191,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,2. Verified emissions,2017,2222527,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,2. Verified emissions,2018,2282940,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,2. Verified emissions,2022,2450878,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,4. Total surrendered units,2019,2333073,tonne of CO2 equ.
NO,Norway,26 Production of primary aluminium,4. Total surrendered units,2023,2199814,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,1.1.1 Free allocation to existing entities (Art. 10a(1)),2019,34213,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,1.1.1 Free allocation to existing entities (Art. 10a(1)),2021,19303,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,1.1.1 Free allocation to existing entities (Art. 10a(1)),2022,19303,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2016,0,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2019,0,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2023,0,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2017,0,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2018,0,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,2. Verified emissions,2020,31800,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2013,28200,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2014,25833,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2018,40949,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2022,32408,tonne of CO2 equ.
SE,Sweden,42 Production of bulk chemicals,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2023,0,tonne of CO2 equ.
SE,Sweden,42 Production of bulk chemicals,2. Verified emissions,2016,1841,tonne of CO2 equ.
SE,Sweden,42 Production of bulk chemicals,2. Verified emissions,2020,1960,tonne of CO2 equ.
SE,Sweden,42 Production of bulk chemicals,2.1 EU-ETS Verified Emission,2013,1204,tonne of CO2 equ.
SE,Sweden,42 Production of bulk chemicals,2.1 EU-ETS Verified Emission,2014,1053,tonne of CO2 equ.
SE,Sweden,42 Production of bulk chemicals,2.1 EU-ETS Verified Emission,2015,1361,tonne of CO2 equ.
SE,Sweden,42 Production of bulk chemicals,4.1 Surrendered EU allowances (EUAs and EUAAs),2023,1136,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,1.1.1 Free allocation to existing entities (Art. 10a(1)),2013,8973,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,1.1.1 Free allocation to existing entities (Art. 10a(1)),2014,8037,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,1.1.1 Free allocation to existing entities (Art. 10a(1)),2018,1304,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2013,0,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2017,0,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2018,0,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2019,0,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,2. Verified emissions,2007,5388,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,2. Verified emissions,2008,12074,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,2. Verified emissions,2010,4501,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,2. Verified emissions,2021,195,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,2.1 EU-ETS Verified Emission,2012,2851,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,4. Total surrendered units,2009,4477,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,4. Total surrendered units,2020,60,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,4.1 Surrendered EU allowances (EUAs and EUAAs),2008,12074,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,4.1 Surrendered EU allowances (EUAs and EUAAs),2010,4496,tonne of CO2 equ.
SE,Sweden,99 Other activity opted-in under Art. 24,4.1 Surrendered EU allowances (EUAs and EUAAs),2021,179,tonne of CO2 equ.
SI,Slovenia,10 Aviation,1.1.1 Free allocation to existing entities (Art. 10a(1)),2012,82534,tonne of CO2 equ.
SI,Slovenia,10 Aviation,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2013,0,tonne of CO2 equ.
SI,Slovenia,10 Aviation,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2014,0,tonne of CO2 equ.
SI,Slovenia,10 Aviation,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2018,0,tonne of CO2 equ.
SI,Slovenia,10 Aviation,2. Verified emissions,2017,103758,tonne of CO2 equ.
SI,Slovenia,10 Aviation,2.1 EU-ETS Verified Emission,2019,48220,tonne of CO2 equ.
SI,Slovenia,10 Aviation,2.1 EU-ETS Verified Emission,2023,71,tonne of CO2 equ.
SI,Slovenia,10 Aviation,4. Total surrendered units,2017,92895,tonne of CO2 equ.
SI,Slovenia,10 Aviation,4. Total surrendered units,2022,188,tonne of CO2 equ.
SI,Slovenia,20 Combustion of fuels,1.1 Freely allocated allowances,2013,756329,tonne of CO2 equ.
SI,Slovenia,20 Combustion of fuels,1.1 Freely allocated allowances,2014,652737,tonne of CO2 equ.
SI,Slovenia,20 Combustion of fuels,1.1 Freely allocated allowances,2015,579505,tonne of CO2 equ.
SI,Slovenia,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2005,7226701,tonne of CO2 equ.
SI,Slovenia,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2013,756329,tonne of CO2 equ.
SI,Slovenia,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2017,448284,tonne of CO2 equ.
SI,Slovenia,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2018,406105,tonne of CO2 equ.
SI,Slovenia,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2021,191295,tonne of CO2 equ.
SI,Slovenia,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2022,186892,tonne of CO2 equ.
SI,Slovenia,20 Combustion of fuels,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2019,0,tonne of CO2 equ.
RO,Romania,43 Production of hydrogen and synthesis gas,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2015,43003,tonne of CO2 equ.
RO,Romania,43 Production of hydrogen and synthesis gas,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2015,0,tonne of CO2 equ.
RO,Romania,43 Production of hydrogen and synthesis gas,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2020,0,tonne of CO2 equ.
RO,Romania,43 Production of hydrogen and synthesis gas,2. Verified emissions,2014,11961,tonne of CO2 equ.
RO,Romania,43 Production of hydrogen and synthesis gas,2. Verified emissions,2015,58317,tonne of CO2 equ.
RO,Romania,43 Production of hydrogen and synthesis gas,2. Verified emissions,2018,45095,tonne of CO2 equ.
RO,Romania,44 Production of soda ash and sodium bicarbonate,1.1.1 Free allocation to existing entities (Art. 10a(1)),2013,318130,tonne of CO2 equ.
RO,Romania,44 Production of soda ash and sodium bicarbonate,1.1.1 Free allocation to existing entities (Art. 10a(1)),2014,312298,tonne of CO2 equ.
RO,Romania,44 Production of soda ash and sodium bicarbonate,1.1.1 Free allocation to existing entities (Art. 10a(1)),2015,306409,tonne of CO2 equ.
RO,Romania,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2016,181996,tonne of CO2 equ.
RO,Romania,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2019,120339,tonne of CO2 equ.
RO,Romania,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2021,311,tonne of CO2 equ.
RO,Romania,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2022,247,tonne of CO2 equ.
RO,Romania,99 Other activity opted-in under Art. 24,1.1.1 Free allocation to existing entities (Art. 10a(1)),2009,54979,tonne of CO2 equ.
RO,Romania,99 Other activity opted-in under Art. 24,4. Total surrendered units,2007,53070,tonne of CO2 equ.
RO,Romania,99 Other activity opted-in under Art. 24,4. Total surrendered units,2008,45650,tonne of CO2 equ.
RO,Romania,99 Other activity opted-in under Art. 24,4. Total surrendered units,2010,22664,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1 Freely allocated allowances,2012,3151814,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1.1 Free allocation to existing entities (Art. 10a(1)),2017,1537467,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1.1 Free allocation to existing entities (Art. 10a(1)),2018,1537467,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1.1 Free allocation to existing entities (Art. 10a(1)),2021,1438772,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1.1 Free allocation to existing entities (Art. 10a(1)),2022,1404121,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2017,4824,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2021,0,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2016,0,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2019,0,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2020,0,tonne of CO2 equ.
SE,Sweden,10 Aviation,1.1.4 Swiss Free Allocated allowances for aircraft operators,2023,22735,tonne of CO2 equ.
SE,Sweden,10 Aviation,2.1 EU-ETS Verified Emission,2012,4371631,tonne of CO2 equ.
SE,Sweden,10 Aviation,4. Total surrendered units,2015,2813072,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,4.2 Surrendered certified emission reductions (CERs),2011,9058,tonne of CO2 equ.
NO,Norway,32 Manufacture of ceramics,4.2 Surrendered certified emission reductions (CERs),2012,17000,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2014,0,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2015,0,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,2. Verified emissions,2019,58132,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,2. Verified emissions,2023,28029,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2016,49186,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2020,46800,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,4. Total surrendered units,2013,52516,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,4. Total surrendered units,2017,57046,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,4. Total surrendered units,2018,63052,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,4. Total surrendered units,2021,35343,tonne of CO2 equ.
NO,Norway,33 Manufacture of mineral wool,4. Total surrendered units,2022,36642,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2024,9886,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2019,0,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2021,0,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2022,0,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2011,33148,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2012,28436,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,4. Total surrendered units,2009,30018,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,4. Total surrendered units,2016,29898,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,4. Total surrendered units,2020,27042,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,4.1 Surrendered EU allowances (EUAs and EUAAs),2008,39964,tonne of CO2 equ.
NO,Norway,34 Production or processing of gypsum or plasterboard,4.1 Surrendered EU allowances (EUAs and EUAAs),2010,33938,tonne of CO2 equ.
