nkey,emis_t,n_install,nace,example_eutl,n_contracts,sb_rate,cpv,example_proc,log_emis
SEFIR,10177.5,2,35,SEFIR,6,1.0,60,SEFIR Srl,9.227934680377134
SEGROMET SP Z O O,9961.25,2,23,SEGROMET Sp. z o.o.,6,0.0,90,SEGROMET Sp. z o.o,9.206457844711958
SEIN JOEN ENERGIA,2428.0,1,35,Seinäjoen Energia Oy,4,0.0,93,Seinäjoen Energia Oy,7.794823152179389
SELA,35.0,1,51,Sela Holding Group Ltd.,4,0.0,45,SELA,3.5553480614894135
SELIA,860.0,1,51,SELIA,67,0.1791044776119403,93,Selia,6.756932389247553
SELLIER BELLOT A S,4952.625,1,25,"Sellier & Bellot, a.s.",128,0.3515625,35,SELLIER & BELLOT a.s.,8.507673018032078
SEMPERIT TECHNISCHE PRODUKTE GESELLSCHAFT M B H,15444.777777777777,1,22,Semperit Technische Produkte Gesellschaft m.b.H.,4,0.0,33,Semperit Technische Produkte Gesellschaft M.B.H.,9.645026217277518
SEQIRUS VACCINES,4830.888888888889,1,21,Seqirus Vaccines Ltd,8,0.125,33,Seqirus Vaccines Ltd,8.482785764680905
SERCO,11817.0,2,86,Serco Limited,498,0.11244979919678715,80,Serco Ltd,9.377294451639015
SETRA TR VAROR,800.4444444444445,3,35,Setra Trävaror AB,7,0.2857142857142857,91,Setra trävaror AB,6.685167128959628
SEVERN TRENT WATER,63.0,1,37,Severn Trent Water Ltd,9,0.0,45,Severn Trent Water Ltd,4.143134726391533
SGL CARBON,16579.0,1,23,SGL Carbon SE,7,0.42857142857142855,42,SGL Carbon Ltd,9.715892113239466
SHEFFIELD FORGEMASTERS ENGINEERING,28647.875,1,24,Sheffield Forgemasters Engineering Limited,3,0.0,14,Sheffield Forgemasters Engineering Ltd,10.26283454836241
SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,20556.0,2,86,Sheffield Teaching Hospitals NHS Foundation Trust,52,0.019230769230769232,85,Sheffield Teaching Hospitals NHS Foundation Trust,9.93090814811212
SHELL DEUTSCHLAND,3645476.7,3,19,Shell Deutschland GmbH,11,0.0,91,Shell Deutschland GmbH,15.108997696766693
SHELL DEUTSCHLAND OIL,1151694.0,2,35,Shell Deutschland Oil GmbH,24,0.041666666666666664,91,Shell Deutschland Oil GmbH,13.956744459953406
SHELL NEDERLAND RAFFINADERIJ B V,4216904.9,1,19,SHELL Nederland Raffinaderij B.V.,8,0.0,93,Shell Nederland Raffinaderij B.V.,15.254611980897456
SHELL UK,1903119.425,13,6.,Shell UK Limited,5,0.0,30,Shell UK Ltd,14.459004900483661
SHORT BROTHERS,12006.111111111111,1,30,Short Brothers PLC,4,0.75,50,Short Brothers PLC,9.393171058400908
SIA SALASPILS SILTUMS,2787.6,1,35,SIA „Salaspils siltums”,11,1.0,93,"SIA ""Salaspils siltums""",7.932936289564363
SICA,1414.0,1,10,SICA srl,39,0.10256410256410256,15,SICA,7.254177846456518
SIEMENS ENERGY GLOBAL,3076.8571428571427,1,63,Siemens Energy Global GmbH & Co. KG,58,0.4482758620689655,31,Siemens Energy Global GmbH & Co. KG,8.031663946833513
SIEMENS MOBILITY,9086.2,1,30,Siemens Mobility GmbH,1086,0.427255985267035,34,Siemens Mobility,9.114512057963509
SILEC CABLE,9894.8,1,27,SILEC CABLE,90,0.011111111111111112,31,Silec Cable,9.199764645603999
SILL,2753.5,1,,SILL SAS,5,0.0,15,SILL,7.9206281087025365
SINGAPORE AIRLINES,22831.4,1,51,SINGAPORE AIRLINES LIMITED,15,0.13333333333333333,60,Singapore Airlines,10.035892060464525
SINGLETON BIRCH,294207.1111111111,2,23,Singleton Birch Limited,9,0.0,24,Singleton Birch Ltd,12.592039257867254
SIOUX,362.0,1,51,Sioux Company Ltd,7,0.0,18,Sioux GmbH,5.8916442118257715
SIRAM,124827.65198412698,17,35,SIRAM SPA,117,0.2222222222222222,50,Siram SpA,11.734689280760005
SIRIO S P A,8122.8,1,51,SIRIO S.p.A.,32,0.15625,55,Sirio S.p.A.,9.002430201302563
SIXT AUTOVERMIETUNG,412.0,1,51,SIXT GMBH & CO AUTOVERMIETUNG KG,12,0.16666666666666666,34,Sixt GmbH & Co. Autovermietung KG,6.021023349349527
SKANSKA RASHLEIGH WEATHERFOIL,27575.0,5,86,Skanska Rashleigh Weatherfoil Limited,9,0.0,71,Skanska Rashleigh Weatherfoil Limited,10.224664844121703
SKELLEFTE KRAFT,45588.675,13,35,Skellefteå Kraft AB,23,0.0,93,Skellefteå Kraft AB,10.727414609394044
SKF INDUSTRIE S P A,4785.3,1,28,SKF INDUSTRIE S.P.A.,12,0.5,34,SKF Industrie S.p.A.,8.473303997846513
SLOVENSK ENERGETICK STROJ RNE A S,406.0,1,35,SLOVENSKÉ ENERGETICKÉ STROJÁRNE a.s.,10,0.6,42,Slovenské Energetické Strojárne a.s.,6.0063531596017325
SLOVENSK PO NOHOSPOD RSKA UNIVERZITA V NITRE,2587.3333333333335,1,35,Slovenská poľnohospodárska univerzita v Nitre,5,0.0,73,Slovenská poľnohospodárska univerzita v Nitre,7.858383023260742
SLOVNAFT A S,2130642.0,3,19,"SLOVNAFT, a.s.",316,0.6550632911392406,91,Slovnaft; a.s.,14.57193390072191
SMA MINERAL,540116.7,7,23,SMA MINERAL OY,30,0.1,24,sma mineral,13.199540506302926
SMART PACKAGING SOLUTIONS B V,13096.5,1,17,Smart Packaging Solutions B.V.,4,0.5,90,Smart Packaging Solutions B.V.,9.480100297918971
SOCCRAM,44048.7,3,35,SOCCRAM,37,0.02702702702702703,50,Soccram,10.693051119010565
SOCIETE GENERALE,517.5,3,,SOCIETE GENERALE,6,0.0,66,Societe Generale,6.249009525139524
SOFAXIS,361.0,1,51,SOFAXIS,958,0.11691022964509394,66,sofaxis,5.8888779583328805
SOKO W S A,25067.93333333333,2,10,Sokołów S.A.,15,0.26666666666666666,15,Sokołów S.A.,10.12934475190802
SOKOLOVSK UHELN PR VN N STUPCE A S,3896524.8,1,35,"Sokolovská uhelná, právní nástupce, a.s.",20,1.0,80,"Sokolovská uhelná, právní nástupce a.s.",15.175595636931755
SOLEVAL FRANCE,37907.9,3,38,SOLEVAL France,18,0.8888888888888888,90,soleval france,10.542914812621005
SOLVAY,1134869.0,4,20,SOLVAY GmbH,22,0.09090909090909091,24,Solvay,13.94202778373421
SOLVAY CHIMICA ITALIA,1410897.677777778,4,20,SOLVAY CHIMICA ITALIA SPA,19,0.6842105263157895,24,Solvay Chimica Italia SpA,14.159736710684363
SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9365.0,1,86,South Tees Hospitals NHS Foundation Trust,7,0.14285714285714285,85,South Tees Hospitals NHS Foundation Trust,9.144734614878189
SP DZIELNIA MIESZKANIOWA,14969.5,1,35,SPÓŁDZIELNIA MIESZKANIOWA,3,0.6666666666666666,65,Spółdzielnia Mieszkaniowa,9.613770076722277
SP DZIELNIA MIESZKANIOWA ZAZAMCZE,39166.4,1,35,Spółdzielnia Mieszkaniowa Zazamcze,5,1.0,93,"Spółdzielnia Mieszkaniowa ;;ZAZAMCZE""",10.575574515364424
SP DZIELNIA MLECZARSKA MLEKOVITA,68021.03333333333,2,10,Spółdzielnia Mleczarska MLEKOVITA,537,0.5195530726256983,15,Spółdzielnia Mleczarska MLEKOVITA,11.127572250056106
SP DZIELNIA MLECZARSKA MLEKPOL W GRAJEWIE,69787.2,2,10,Spółdzielnia Mleczarska MLEKPOL w Grajewie,15,0.0,15,"Spółdzielnia Mleczarska ""MLEKPOL"" w Grajewie",11.153205890845271
SPENNER,710885.6,2,23,Spenner GmbH & Co. KG,12,0.25,44,Spenner GmbH & Co. KG,13.474266795698915
SPIE BATIGNOLLES MALET,5794.125,3,42,SPIE BATIGNOLLES MALET,106,0.0,45,SPIE Batignolles Malet,8.664599752138692
SPIE ENERGY SOLUTIONS,1023.0,1,35,SPIE Energy Solutions GmbH,5,0.0,45,SPIE Energy Solutions GmbH,6.930494765951626
SPRINGFIELDS FUELS,47797.666666666664,1,24,Springfields Fuels Limited,4,0.5,90,Springfields Fuels Limited,10.774732102783199
SPRINTAIR S A,10098.0,1,51,SprintAir S.A.,6,0.5,60,Sprintair S.A.,9.22009266341886
SPTP,370.0,1,35,SPTP SAS,23,0.08695652173913043,45,SARL SPTP,5.91350300563827
SPZOZ SZPITAL UNIWERSYTECKI W KRAKOWIE,4.0,1,35,SPZOZ SZPITAL UNIWERSYTECKI W KRAKOWIE,65,0.1076923076923077,85,SPZOZ szpital Uniwersytecki w Krakowie,1.3862943611198906
SSE GENERATION,1342946.2162698412,6,35,SSE Generation Limited,6,0.0,65,SSE Generation Ltd,14.110376427249873
ST DTISCHE WERKE MAGDEBURG,2134.7,2,35,Städtische Werke Magdeburg GmbH & Co. KG,202,0.19801980198019803,93,Städtische Werke Magdeburg GmbH,7.6660814005670534
STADT UND BERLANDWERKE LUCKAU L BBENAU,12511.5,1,35,Stadt- und Überlandwerke GmbH Luckau-Lübbenau,17,0.35294117647058826,91,Stadt- und Überlandwerke GmbH Luckau-Lübbenau,9.434403500349775
STADTWERKE ALTM RKISCHE GAS WASSER UND ELEKTRIZIT TSWERKE STENDAL,62022.9,2,35,"Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal",155,0.03225806451612903,93,Stadtwerke – Altmärkische Gas-; Wasser- und Elektrizitätswerke Stendal GmbH,11.035258950671231
STADTWERKE AUGSBURG ENERGIE,91986.7,4,35,Stadtwerke Augsburg Energie GmbH,234,0.10256410256410256,93,Stadtwerke Augsburg Energie GmbH,11.429399280363228
STADTWERKE BAMBERG ENERGIE UND WASSERVERSORGUNGS,4932.0,1,35,Stadtwerke Bamberg Energie- und Wasserversorgungs GmbH,21,0.09523809523809523,91,Stadtwerke Bamberg Energie- und Wasserversorgungs GmbH,8.503499864284235
STADTWERKE BERNAU,18499.4,1,35,Stadtwerke Bernau GmbH,3,0.6666666666666666,31,Stadtwerke Bernau GmbH,9.825493578108041
STADTWERKE BERNBURG,21004.7,1,35,Stadtwerke Bernburg GmbH,6,0.0,93,Stadtwerke Bernburg,9.952501501187754
STADTWERKE BIETIGHEIM BISSINGEN,9614.8,1,35,Stadtwerke Bietigheim- Bissingen GmbH,37,0.0,93,Stadtwerke Bietigheim-Bissingen,9.171058856974506
STADTWERKE BITTERFELD WOLFEN,10738.0,1,35,Stadtwerke Bitterfeld-Wolfen GmbH,9,0.0,93,Stadtwerke Bitterfeld-Wolfen,9.281544130982514
STADTWERKE BOCHUM,79063.4,3,35,Stadtwerke Bochum Holding GmbH,50,0.28,93,Stadtwerke Bochum GmbH,11.278005341238396
STADTWERKE COTTBUS,227196.7,1,35,Stadtwerke Cottbus GmbH,144,0.24305555555555555,93,Stadtwerke Cottbus GmbH,12.333571441075762
STADTWERKE D SSELDORF,853499.1333333334,5,35,Stadtwerke Düsseldorf AG,74,0.36486486486486486,93,Stadtwerke Düsseldorf AG,13.657099805789443
STADTWERKE DETMOLD,4935.0,1,35,Stadtwerke Detmold GmbH,16,0.25,93,Stadtwerke Detmold GmbH,8.504107951867582
STADTWERKE ERKRATH,35949.9,2,35,Stadtwerke Erkrath GmbH,8,0.0,93,Stadtwerke Erkrath GmbH,10.489881581504156
STADTWERKE FINSTERWALDE,4185.5,1,35,Stadtwerke Finsterwalde GmbH,11,0.18181818181818182,93,Stadtwerke Finsterwalde,8.339381450100111
STADTWERKE FLENSBURG,596108.7083333334,5,35,Stadtwerke Flensburg GmbH,129,0.20155038759689922,93,Stadtwerke Flensburg GmbH,13.2981783259477
STADTWERKE FRANKFURT ODER,171844.6,2,35,Stadtwerke Frankfurt (Oder) GmbH,12,0.0,65,Stadtwerke Frankfurt (Oder) GmbH,12.054345859031875
STADTWERKE G STROW,21671.6,2,35,Stadtwerke Güstrow GmbH,18,0.0,93,Stadtwerke Güstrow GmbH,9.983757926599397
STADTWERKE GIESSEN,49002.299999999996,3,35,Stadtwerke Gießen AG,238,0.01680672268907563,93,Stadtwerke Gießen AG,10.799622514766684
STADTWERKE GOTHA,28830.7,1,35,Stadtwerke Gotha GmbH,11,0.2727272727272727,90,Stadtwerke Gotha GmbH,10.269196070601302
STADTWERKE ISERLOHN,3425.7,3,35,Stadtwerke Iserlohn GmbH,3,0.0,93,Stadtwerke Iserlohn GmbH,8.139061109375712
STADTWERKE KARLSRUHE,30315.600000000002,3,35,Stadtwerke Karlsruhe GmbH,27,0.1111111111111111,93,Stadtwerke Karlsruhe GmbH,10.319417710492056
STADTWERKE KEMPEN,30351.9,1,35,Stadtwerke Kempen GmbH,16,0.0,93,Stadtwerke Kempen GmbH,10.320614397493564
STADTWERKE LEIPZIG,236575.4,3,35,Stadtwerke Leipzig GmbH,57,0.3333333333333333,65,Stadtwerke Leipzig GmbH,12.374022252170734
STADTWERKE LEMGO,27236.3,2,35,Stadtwerke Lemgo GmbH,22,0.0,93,Stadtwerke Lemgo GmbH,10.212305921375503
STADTWERKE LUTHERSTADT WITTENBERG,2693.7,1,35,Stadtwerke Lutherstadt Wittenberg GmbH,21,0.5714285714285714,93,Stadtwerke Lutherstadt Wittenberg GmbH,7.898670992194872
STADTWERKE M NSTER,215079.7,2,35,Stadtwerke Münster GmbH,71,0.4084507042253521,93,Stadtwerke Münster GmbH,12.27876393609281
STADTWERKE MARBURG,13631.9,1,35,Stadtwerke Marburg GmbH,39,0.1794871794871795,93,Stadtwerke Marburg,9.520167913361439
STADTWERKE MEININGEN,6844.666666666667,1,35,Stadtwerke Meiningen GmbH,7,0.5714285714285714,93,Stadtwerke Meiningen GmbH,8.8312250391908
STADTWERKE MERSEBURG,13606.2,1,35,Stadtwerke Merseburg GmbH,35,0.2,93,Stadtwerke Merseburg GmbH,9.518280850194296
STADTWERKE NEURUPPIN,15134.0,1,35,Stadtwerke Neuruppin GmbH,8,0.5,93,Stadtwerke Neuruppin GmbH,9.624699147254466
STADTWERKE ORANIENBURG,8649.0,1,35,Stadtwerke Oranienburg GmbH,39,0.1282051282051282,93,Stadtwerke Oranienburg GmbH,9.065198986306513
STADTWERKE PIRNA ENERGIE,15036.5,1,35,Stadtwerke Pirna Energie GmbH,8,0.0,91,Stadtwerke Pirna Energie GmbH,9.618235857656057
STADTWERKE RATINGEN,24678.5,1,35,Stadtwerke Ratingen GmbH,7,0.42857142857142855,65,Stadtwerke Ratingen GmbH,10.113687698214408
STADTWERKE ROSENHEIM,36520.4,2,35,Stadtwerke Rosenheim GmbH & Co. KG,9,0.2222222222222222,90,Stadtwerke Rosenheim,10.505626287551442
STADTWERKE SANGERHAUSEN,8793.285714285714,1,35,Stadtwerke Sangerhausen GmbH,9,0.4444444444444444,93,Stadtwerke Sangerhausen GmbH,9.081743722230577
STADTWERKE SENFTENBERG,2690.9,1,35,Stadtwerke Senftenberg GmbH,9,0.6666666666666666,93,Stadtwerke Senftenberg GmbH,7.897630989129696
STADTWERKE STRAUSBERG,24092.8,1,35,Stadtwerke Strausberg GmbH,5,0.0,93,Stadtwerke Strausberg,10.089668319655804
STADTWERKE T BINGEN,42627.8,3,35,Stadtwerke Tübingen GmbH,13,0.46153846153846156,50,Stadtwerke Tübingen GmbH,10.66026190157794
STADTWERKE WERNIGERODE,5067.4,1,35,Stadtwerke Wernigerode GmbH,36,0.2777777777777778,93,Stadtwerke Wernigerode GmbH,8.530583144534997
STADTWERKE WISMAR,13062.0,1,35,Stadtwerke Wismar GmbH,13,0.46153846153846156,93,Stadtwerke Wismar GmbH,9.477462530462603
STADTWERKE WITTENBERGE,5809.25,1,35,Stadtwerke Wittenberge GmbH,4,0.0,93,Stadtwerke Wittenberge,8.667206753733723
STANSTED AIRPORT,2372.0,1,52,Stansted Airport Ltd,5,0.0,63,Stansted Airport Limited,7.771488760117616
STATKRAFT MARKETS,312008.0833333333,4,35,Statkraft Markets GmbH,7,0.0,93,Statkraft Markets GMBH,12.650784374575668
STEAG NEW ENERGIES,30745.125,7,35,STEAG New Energies GmbH,3,0.6666666666666666,42,STEAG New Energies GmbH,10.333486724081045
STEELCASE,14.0,1,51,STEELCASE,91,0.2087912087912088,39,Steelcase,2.6390573296152584
STEINBEIS PAPIER,6199.5,1,17,Steinbeis Papier GmbH,4,0.0,22,Steinbeis Papier,8.732223922619896
STERIMED,4973.7,1,17,STERIMED SAS,53,0.3018867924528302,90,Sterimed srl,8.511919308913528
STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM,19292.1,1,86,Stichting Radboud universitair medisch centrum,8,0.0,71,Stichting Radboud Universitair Medisch Centrum,9.867450964671178
STICHTING VU,35435.8,1,35,Stichting VU,3,0.0,73,Stichting VU,10.475477887538121
STOCKHOLM EXERGI,750343.4115079365,25,35,Stockholm Exergi AB,16,0.125,90,Stockholm Exergi AB,13.528286262727097
STOELZLE OBERGLAS,47983.8,1,23,Stoelzle Oberglas GmbH,10,0.4,33,Stoelzle Oberglas GmbH,10.778618732924086
STORA ENSO WOOD PRODUCTS,176.83333333333334,1,16,Stora Enso Wood Products Oy Ltd,7,0.0,91,Stora Enso Wood Products Oy,5.175207669385928
STRUKTON CIVIEL ZUID B V,2347.714285714286,1,23,Strukton Civiel Zuid B.V.,24,0.0,90,Strukton Civiel Zuid B.V.,7.76119748943582
SUMOL COMPAL MARCAS S A,6382.222222222223,1,10,"Sumol+Compal, Marcas, S.A.",37,0.05405405405405406,15,"SUMOL+COMPAL Marcas, S. A.",8.761271626385886
SUNDSVALL ENERGI,67980.9,7,35,Sundsvall Energi AB,11,0.36363636363636365,90,Sundsvall Energi AB,11.126982062350466
SUUR SAVON S HK,45.0,2,35,Suur-Savon Sähkö Oy,18,0.0,93,Suur-Savon Sähkö Oy,3.8066624897703196
SVENDBORG KRAFTVARME A S,20196.0,1,38,Svendborg Kraftvarme A/S,4,0.0,90,Svendborg Kraftvarme A/S,9.913239843978806
SWAGELOK,69.0,1,51,SWAGELOK COMPANY,3,0.6666666666666666,44,Swagelok BV,4.23410650459726
SWB ENTSORGUNG,582.6,1,35,swb Entsorgung GmbH & Co. KG,13,0.15384615384615385,90,swb Entsorgung GmbH & Co. KG,6.367500844525334
SWB SERVICES,18694.0,3,35,swb Services AG & Co. KG,7,0.0,90,SWB Services GmbH & Co.KG,9.83595789574253
SWE ENERGIE,277918.1714285714,2,35,SWE Energie GmbH,8,0.125,65,SWE Energie GmbH,12.535082001964842
SWIETELSKY MAGYARORSZ G,1364.5,1,23,Swietelsky Magyarország Kft.,256,0.0703125,45,SWIETELSKY Magyarország Kft.,7.218543340148393
SWISS INTERNATIONAL AIR LINES,164933.0,1,51,SWISS INTERNATIONAL AIR LINES AG,5,0.2,60,Swiss International Air Lines Ltd,12.013294609811725
SWK ENERGIE,22492.5,3,35,SWK Energie GmbH,16,0.0,93,SWK Energie GmbH,10.020937199291273
SWK STADTWERKE KAISERSLAUTERN VERSORGUNGS,155812.7,5,35,SWK Stadtwerke Kaiserslautern Versorgungs-AG,3,0.0,65,SWK Stadtwerke Kaiserslautern Versorgungs-AG,11.956409923859153
SWN STADTWERKE NEUM NSTER,82134.8,1,35,SWN Stadtwerke Neumünster GmbH,101,0.0594059405940594,93,SWN Stadtwerke Neumünster GmbH,11.316117078956813
SWU ENERGIE,18399.98888888889,2,35,SWU Energie GmbH,24,0.4166666666666667,93,SWU Energie GmbH,9.82010533973216
SYNTHESIA A S,298627.3,1,20,"Synthesia, a.s.",3,0.6666666666666666,24,Synthesia; a.s.,12.6069515865658
SZ PH SZ KESFEH RV RI P LETFENNTART S H SZOLG LTAT,50473.6,2,35,SZÉPHŐ Székesfehérvári Épületfenntartó és Hőszolgáltató Zrt.,4,1.0,93,SZÉPHŐ Székesfehérvári Épületfenntartó és Hőszolgáltató Zrt.,10.829205706293155
SZCZECI SKA ENERGETYKA CIEPLNA SP Z O O,129349.9,2,35,Szczecińska Energetyka Cieplna Sp. z o.o.,14,0.7142857142857143,93,Szczecińska Energetyka Cieplna Sp. z o.o.,11.770276414517626
TAFJORD KRAFTVARME,488.0,1,35,Tafjord Kraftvarme AS,6,0.5,90,Tafjord Kraftvarme,6.1903154058531475
TAKEDA,11188.333333333334,1,,Takeda GmbH,272,0.5661764705882353,33,Takeda,9.322626847704742
TAMEH POLSKA SP Z O O,4861361.0,3,35,TAMEH Polska Sp. z o. o.,4,0.25,50,TAMEH Polska Sp. z o.o.,15.396828997824736
TARKETT,5147.333333333333,1,13,Tarkett,14,0.07142857142857142,44,Tarkett Ltd,8.546234060200652
TARMAC AGGREGATES,16017.25,2,23,Tarmac Aggregates Ltd,4,0.0,71,Tarmac Aggregates Limited,9.681421545462543
TARMAC CEMENT AND LIME,1900676.4444444445,5,23,Tarmac Cement and Lime Limited,7,0.5714285714285714,14,Tarmac Cement and Lime,14.457720404167192
TARMAC TRADING,42565.566666666666,9,8.,Tarmac Trading Limited,258,0.04263565891472868,45,Tarmac Trading Ltd,10.658800911201858
TATA CHEMICALS EUROPE,156376.375,2,20,Tata Chemicals Europe Limited,3,0.0,24,Tata Chemicals Europe Ltd,11.960021040696182
TATA STEEL UK,7131913.208333334,8,24,Tata Steel UK Limited,8,0.625,34,TATA STEEL UK Ltd,15.780090088560405
TATRAVAG NKA A S,7047.0,1,30,TATRAVAGÓNKA a.s.,12,0.4166666666666667,34,Tatravagónka a.s.,8.860357273327022
TAURON CIEP O SP Z O O,1882101.7333333334,9,35,TAURON Ciepło Sp. z o.o.,17,0.8235294117647058,93,Tauron Ciepło Sp. z o.o.,14.447899653635318
TAURON WYTWARZANIE S A,13996187.899999999,8,35,TAURON WYTWARZANIE S.A.,16,0.625,65,TAURON Wytwarzanie S.A.,16.45429555764396
TEAG TH RINGER ENERGIE,250427.4,2,35,TEAG Thüringer Energie AG,133,0.3458646616541353,93,TEAG Thüringer Energie AG,12.430924337141738
TECHNISCHE UNIVERSIT T DORTMUND,5390.888888888889,1,35,Technische Universität Dortmund,3,1.0,79,Technische Universität Dortmund,8.592465564756779
TECHNISCHE UNIVERSIT T M NCHEN,32673.8,2,35,Technische Universität München,14,0.2857142857142857,73,Technische Universität München,10.394328812492859
TEKNISKA VERKEN I LINK PING,259060.89920634922,15,35,Tekniska Verken i Linköping AB,19,0.21052631578947367,90,Tekniska Verken i Linköping AB,12.464818445113309
TELE FONIKA KABLE SP KA AKCYJNA,433.0,1,27,Tele-Fonika Kable Spółka Akcyjna,53,0.49056603773584906,31,TELE-FONIKA KABLE Spółka Akcyjna,6.07073772800249
TELIA FINLAND,187.75,1,,Telia Finland Oyj,124,0.08064516129032258,64,Telia Finland Oyj,5.2351112906442445
TEPL RNA LIBEREC A S,23902.1,1,35,"Teplárna Liberec, a.s.",7,1.0,65,Teplárna Liberec; a.s.,10.081721600168388
TEPL RNY BRNO A S,243028.59999999998,6,35,"Teplárny Brno, a.s.",20,0.4,93,Teplárny Brno; a.s.,12.400934410870368
TERA,1625.625,1,23,Tera Co Ltd,4,0.5,90,TERA,7.393647636202916
TEREA CHEB S R O,10070.777777777777,3,35,TEREA Cheb s.r.o.,4,1.0,65,TEREA Cheb s.r.o.,9.217393219847928
TEREOS TTD A S,198960.475,4,10,"Tereos TTD, a.s.",19,0.21052631578947367,24,Tereos TTD a.s.,12.200861465888993
TESSENDERLO,134711.45,2,10,Tessenderlo Group,10,0.0,24,Tessenderlo Group nv,11.810890362497798
TEVA GY GYSZERGY R,52038.3,2,21,TEVA Gyógyszergyár ZRt.,356,0.598314606741573,33,TEVA Gyógyszergyár Zrt.,10.859735264913764
TEXTIL SANTANDERINA S A,27758.3,1,13,"TEXTIL SANTANDERINA, S.A.",25,0.48,18,Textil Santanderina; S.A.,10.23129017355246
THAMES WATER UTILITIES,23479.111111111113,7,37,Thames Water Utilities Limited,5,0.0,65,THAMES WATER UTILITIES LIMITED,10.063866415947366
THE BANK OF NEW YORK MELLON,51.0,1,51,The Bank Of New York Mellon,7,0.0,66,The Bank of New York Mellon SA/NV,3.9318256327243257
THE BOEING,149.6,1,51,The Boeing Company,35,0.5714285714285714,34,The Boeing Company,5.007965065540377
THE LEEDS TEACHING HOSPITALS NHS TRUST,4490.0,1,86,The Leeds Teaching Hospitals NHS Trust,4,0.0,80,The Leeds Teaching Hospitals NHS Trust,8.4096079807363
THE UNIVERSITY COURT OF THE UNIVERSITY OF EDINBURGH,20475.0,2,85,The University Court of the University Of Edinburgh,4,0.0,73,The University Court of the University of Edinburgh,9.92695990872127
THE UNIVERSITY OF BIRMINGHAM,34816.22222222222,1,85,The University of Birmingham,21,0.047619047619047616,73,The University of Birmingham,10.457838712956683
THE UNIVERSITY OF MANCHESTER,20970.555555555555,1,85,The University of Manchester,87,0.11494252873563218,73,The University of Manchester,9.950874616418453
THE UNIVERSITY OF READING,7206.0,1,85,The University of Reading,3,0.0,80,The University of Reading,8.882669291308039
THE UNIVERSITY OF WARWICK,28003.222222222223,1,85,The University of Warwick,16,0.0,73,The University of Warwick,10.240074861901299
THERMO FISHER SCIENTIFIC,12.0,1,51,THERMO FISHER SCIENTIFIC,1453,0.5677907777013076,38,Thermo Fisher Scientific,2.4849066497880004
THERMODYN,2776.3,1,28,THERMODYN,3,0.6666666666666666,29,Thermodyn SAS,7.928874384951909
TINE,13061.5,1,10,Tine SA,149,0.4228187919463087,15,Tine,9.477424250752758
TITAN AIRWAYS,28659.272727272728,1,51,TITAN AIRWAYS LIMITED,6,0.3333333333333333,60,Titan Airways Ltd,10.263232325179963
TITAN INTERNATIONAL,16.0,1,51,"Titan International, Inc.",10,0.2,39,Titan International Ltd,2.772588722239781
TORRASPAPEL S A,306047.0333333333,6,17,"Torraspapel, S.A.",3,0.6666666666666666,30,Torraspapel; S.A.,12.631494072827017
TRADE AIR D O O,7963.0,1,51,TRADE AIR d.o.o.,4,1.0,60,Trade Air d.o.o.,8.982561092257445
TRENITALIA,10867.904761904761,4,33,TRENITALIA SPA,7,0.5714285714285714,60,Trenitalia,9.293569207341184
TROLLH TTAN ENERGI,354.38571428571424,4,35,Trollhättan Energi AB,3,0.3333333333333333,64,Trollhättan Energi AB,5.870385908340917
TRZUSKAWICA S A,680888.2,3,23,Trzuskawica S.A.,75,0.26666666666666666,44,Trzuskawica S.A.,13.431153401316486
TSTG SCHIENEN TECHNIK,95069.0,1,24,TSTG Schienen Technik GmbH & Co. KG,6,0.3333333333333333,34,TSTG Schienen Technik GmbH,11.462358222732488
TTS ENERGO S R O,135.875,2,35,TTS energo s.r.o.,21,0.5714285714285714,77,TTS energo s.r.o.,4.9117353454413735
TURKU ENERGIA BO ENERGI,38692.81587301587,27,35,Oy Turku Energia Åbo Energi Ab,6,0.5,93,Oy Turku Energia – Åbo Energi Ab,10.563409225429133
TWENCE B V,2308.0,1,,Twence Holding B.V.,9,0.0,90,Twence B.V.,7.744136627627991
TWIN JET,9228.333333333334,1,51,TWIN JET,3,0.3333333333333333,34,Twin Jet,9.130033740588958
UAB GREN KLAIP DA,120298.66666666667,1,35,UAB Gren Klaipėda,14,0.5714285714285714,90,UAB Gren Klaipėda,11.697732818498745
UCB PHARMA,10518.5,1,21,UCB Pharma,354,0.4124293785310734,33,UCB Pharma Ltd,9.260890890574084
UDDEVALLA KRAFT,52753.688888888886,5,35,Uddevalla Kraft AB,6,0.0,91,Uddevalla Kraft AB,10.873388980436134
UME ENERGI,77366.20476190477,8,35,Umeå Energi AB,13,0.46153846153846156,90,Umeå Energi AB,11.256305333243612
UMICORE,275263.30000000005,2,24,Umicore,4,0.25,14,Umicore AG & Co. KG,12.525483373126923
UNICALCE S P A,962650.0714285714,11,23,Unicalce S.p.A.,15,0.6666666666666666,24,Unicalce S.p.A.,13.777445251357419
UNILEVER UK,45404.0,3,10,Unilever UK Limited,9,0.0,15,Unilever UK LImited,10.72335548587523
